SR. NO.,ACC_X,ACC_Y,ACC_Z,ROTATION_X,ROTATION_Y,ROTATION_Z,TEMP C lm35,TEMP F lm 35,galvanic skin response,Heartrate,bpm/SpO2
43,-0.03,-0.05,0.89,-18.70,-1.13,-2.11,11.68,53.03,512,0.00,0.00
44,-0.03,-0.04,0.89,-18.58,-1.34,-2.08,11.60,52.88,513,0.00,0.00
45,-0.03,-0.04,0.90,-18.58,-1.01,-2.34,13.13,55.64,510,0.00,0.00
46,-0.03,-0.04,0.89,-18.34,-0.91,-2.09,14.74,58.54,515,0.00,0.00
47,-0.03,-0.05,0.89,-18.46,-1.15,-2.11,14.34,57.81,511,0.00,0.00
48,-0.03,-0.05,0.89,-18.46,-0.99,-2.19,13.05,55.49,510,0.00,0.00
49,-0.03,-0.04,0.90,-18.46,-1.16,-2.09,14.18,57.52,509,0.00,0.00
0,-0.03,-0.05,0.88,-18.46,-1.04,-2.08,12.00,53.61,501,0.00,0.00
1,-0.02,-0.05,0.89,-18.58,-1.06,-2.06,12.89,55.20,514,0.00,0.00
2,-0.03,-0.05,0.88,-18.58,-0.77,-2.27,12.89,55.20,511,0.00,0.00
3,-0.03,-0.04,0.89,-18.46,-1.14,-2.28,11.36,52.45,510,0.00,0.00
4,-0.03,-0.04,0.88,-18.70,-1.03,-2.09,11.60,52.88,511,0.00,0.00
5,-0.03,-0.05,0.89,-18.58,-1.27,-2.32,11.60,52.88,508,0.00,0.00
6,-0.03,-0.04,0.89,-18.58,-0.95,-2.05,11.04,51.87,514,0.00,0.00
7,-0.03,-0.04,0.89,-18.46,-1.30,-2.11,13.29,55.93,514,0.00,0.00
8,-0.03,-0.04,0.89,-18.46,-1.07,-2.21,14.10,57.38,512,0.00,0.00
9,-0.03,-0.04,0.89,-18.34,-1.00,-2.07,12.81,55.06,512,0.00,0.00
10,-0.03,-0.04,0.89,-18.46,-1.11,-2.24,13.45,56.22,505,0.00,0.00
11,-0.03,-0.05,0.89,-18.34,-0.96,-2.18,14.34,57.81,512,0.00,0.00
12,-0.03,-0.04,0.89,-18.58,-0.89,-2.36,14.42,57.96,508,0.00,0.00
13,-0.02,-0.04,0.88,-18.46,-1.07,-2.11,13.70,56.65,509,0.00,0.00
14,-0.03,-0.04,0.89,-18.46,-1.06,-2.21,16.68,62.02,513,0.00,0.00
15,-0.03,-0.05,0.88,-18.58,-0.92,-2.36,13.62,56.51,510,0.00,0.00
16,-0.03,-0.04,0.89,-18.46,-0.85,-2.41,9.51,49.11,507,0.00,0.00
17,-0.04,-0.04,0.90,-18.58,-0.96,-2.51,14.74,58.54,512,0.00,0.00
18,-0.02,-0.05,0.88,-18.58,-0.88,-2.07,14.18,57.52,509,0.00,0.00
19,-0.04,-0.05,0.89,-18.34,-1.13,-2.01,11.68,53.03,512,0.00,0.00
20,-0.02,-0.04,0.89,-18.70,-0.92,-2.18,11.60,52.88,516,0.00,0.00
21,-0.03,-0.05,0.89,-18.58,-1.05,-2.28,11.44,52.59,509,0.00,0.00
22,-0.03,-0.04,0.89,-18.58,-0.96,-2.23,12.97,55.35,507,0.00,0.00
23,-0.03,-0.05,0.89,-18.34,-1.00,-2.34,12.73,54.91,509,0.00,0.00
24,-0.03,-0.05,0.88,-18.70,-1.08,-2.04,11.60,52.88,508,0.00,0.00
25,-0.02,-0.05,0.89,-18.70,-0.89,-2.10,14.58,58.25,509,0.00,0.00
26,-0.03,-0.05,0.89,-18.58,-1.00,-2.27,14.10,57.38,509,0.00,0.00
27,-0.03,-0.05,0.88,-18.46,-1.00,-2.38,14.18,57.52,510,0.00,0.00
28,-0.03,-0.05,0.88,-18.34,-0.98,-2.15,14.66,58.39,510,0.00,0.00
29,-0.03,-0.04,0.90,-18.46,-0.92,-2.15,11.60,52.88,508,0.00,0.00
30,-0.03,-0.04,0.89,-18.46,-0.94,-2.23,11.68,53.03,512,0.00,0.00
31,-0.03,-0.04,0.89,-18.34,-1.10,-2.17,11.60,52.88,512,0.00,0.00
32,-0.03,-0.04,0.89,-18.34,-1.06,-2.37,11.44,52.59,506,0.00,0.00
33,-0.04,-0.05,0.89,-18.21,-0.98,-2.18,10.88,51.58,509,0.00,0.00
34,-0.03,-0.05,0.89,-18.21,-0.95,-2.43,11.60,52.88,511,0.00,0.00
35,-0.03,-0.05,0.90,-18.70,-1.09,-2.15,14.10,57.38,511,0.00,0.00
36,-0.03,-0.05,0.89,-18.70,-1.08,-2.27,14.66,58.39,510,0.00,0.00
37,-0.03,-0.04,0.89,-18.58,-0.88,-2.18,13.62,56.51,509,0.00,0.00
38,-0.03,-0.04,0.89,-18.70,-1.08,-2.11,11.52,52.74,513,0.00,0.00
39,-0.03,-0.05,0.89,-18.46,-1.05,-2.11,11.84,53.32,519,0.00,0.00
40,-0.03,-0.05,0.88,-18.46,-0.96,-2.30,10.80,51.43,511,0.00,0.00
41,-0.03,-0.05,0.89,-18.34,-1.07,-2.08,9.99,49.98,511,0.00,0.00
42,-0.03,-0.04,0.89,-18.34,-1.13,-2.15,11.60,52.88,511,0.00,0.00
43,-0.03,-0.05,0.90,-18.46,-0.73,-2.05,12.49,54.48,507,0.00,0.00
44,-0.03,-0.05,0.89,-18.70,-1.12,-2.28,14.18,57.52,508,0.00,0.00
45,-0.03,-0.04,0.88,-18.34,-1.02,-2.21,11.60,52.88,513,0.00,0.00
46,-0.03,-0.04,0.89,-18.46,-0.92,-2.07,11.60,52.88,511,0.00,0.00
47,-0.03,-0.05,0.89,-18.21,-1.12,-2.46,12.73,54.91,507,0.00,0.00
48,-0.03,-0.04,0.88,-18.58,-1.10,-2.22,13.05,55.49,511,0.00,0.00
49,-0.03,-0.04,0.89,-18.58,-1.06,-2.20,11.60,52.88,512,0.00,0.00
0,-0.03,-0.05,0.89,-18.46,-0.92,-2.17,12.65,54.77,512,0.00,0.00
1,-0.03,-0.04,0.89,-18.34,-0.96,-2.05,14.42,57.96,509,0.00,0.00
2,-0.03,-0.05,0.89,-18.70,-1.17,-2.05,13.29,55.93,512,0.00,0.00
3,-0.03,-0.05,0.90,-18.82,-1.02,-2.29,11.20,52.16,514,0.00,0.00
4,-0.03,-0.05,0.89,-18.34,-1.08,-2.08,11.60,52.88,514,0.00,0.00
5,-0.03,-0.04,0.89,-18.46,-0.95,-2.29,11.92,53.46,508,0.00,0.00
6,-0.03,-0.04,0.90,-18.46,-1.07,-2.21,14.34,57.81,512,0.00,0.00
7,-0.03,-0.04,0.88,-18.34,-0.98,-2.26,14.26,57.67,513,0.00,0.00
8,-0.03,-0.05,0.89,-18.46,-1.03,-2.33,12.97,55.35,507,0.00,0.00
9,-0.03,-0.04,0.88,-18.46,-1.09,-2.06,14.02,57.23,509,0.00,0.00
10,-0.03,-0.05,0.89,-18.58,-1.23,-2.35,12.08,53.75,512,0.00,0.00
11,-0.03,-0.04,0.88,-18.46,-0.95,-2.16,14.18,57.52,511,0.00,0.00
12,-0.03,-0.05,0.88,-18.46,-1.01,-2.24,13.86,56.94,513,0.00,0.00
13,-0.02,-0.05,0.89,-18.58,-1.06,-2.31,11.92,53.46,510,0.00,0.00
14,-0.03,-0.04,0.89,-18.70,-0.96,-2.19,14.42,57.96,504,0.00,0.00
15,-0.02,-0.05,0.89,-18.34,-1.15,-2.16,12.81,55.06,513,0.00,0.00
16,-0.03,-0.05,0.89,-18.46,-0.97,-2.40,13.29,55.93,517,0.00,0.00
17,-0.03,-0.04,0.89,-18.21,-0.92,-2.39,12.81,55.06,514,0.00,0.00
18,-0.03,-0.04,0.89,-18.58,-1.02,-2.10,12.49,54.48,509,0.00,0.00
19,-0.03,-0.05,0.88,-18.58,-0.92,-2.35,13.70,56.65,509,0.00,0.00
20,-0.03,-0.04,0.89,-18.46,-0.95,-1.92,11.92,53.46,506,0.00,0.00
21,-0.04,-0.04,0.89,-18.34,-0.94,-2.07,13.78,56.80,509,0.00,0.00
22,-0.02,-0.05,0.89,-18.46,-1.02,-2.09,12.49,54.48,512,0.00,0.00
23,-0.03,-0.05,0.89,-18.46,-0.99,-2.30,14.26,57.67,511,0.00,0.00
24,-0.03,-0.05,0.89,-18.58,-1.06,-2.40,12.00,53.61,505,0.00,0.00
25,-0.03,-0.04,0.89,-18.58,-0.91,-2.09,14.26,57.67,506,0.00,0.00
26,-0.03,-0.05,0.89,-18.46,-1.05,-2.36,11.60,52.88,508,0.00,0.00
27,-0.03,-0.04,0.90,-18.46,-0.96,-2.21,11.60,52.88,508,0.00,0.00
28,-0.03,-0.05,0.88,-18.46,-1.02,-2.20,12.17,53.90,504,0.00,0.00
29,-0.03,-0.04,0.89,-18.70,-0.79,-2.13,11.84,53.32,506,0.00,0.00
30,-0.03,-0.04,0.90,-18.34,-1.08,-2.18,12.49,54.48,510,0.00,0.00
31,-0.03,-0.04,0.89,-18.58,-1.03,-2.23,11.60,52.88,513,0.00,0.00
32,-0.03,-0.04,0.89,-18.46,-1.08,-2.19,12.33,54.19,511,0.00,0.00
33,-0.03,-0.04,0.89,-18.21,-1.08,-2.18,14.42,57.96,507,0.00,0.00
34,-0.04,-0.04,0.90,-18.34,-1.18,-2.56,12.73,54.91,511,0.00,0.00
35,-0.03,-0.04,0.89,-18.34,-0.89,-2.24,13.94,57.09,512,0.00,0.00
36,-0.03,-0.04,0.89,-18.34,-0.95,-2.27,12.17,53.90,509,0.00,0.00
37,-0.03,-0.04,0.90,-18.46,-1.06,-2.37,14.10,57.38,509,0.00,0.00
38,-0.03,-0.04,0.89,-18.34,-0.92,-2.19,13.45,56.22,510,0.00,0.00
39,-0.03,-0.05,0.89,-18.58,-0.92,-2.13,16.84,62.31,507,0.00,0.00
40,-0.03,-0.04,0.88,-18.70,-0.86,-2.25,13.21,55.78,512,0.00,0.00
41,-0.03,-0.05,0.89,-18.58,-0.98,-2.42,12.49,54.48,514,0.00,0.00
42,-0.03,-0.04,0.90,-18.34,-0.92,-2.48,11.36,52.45,509,0.00,0.00
43,-0.03,-0.05,0.89,-18.46,-1.02,-2.12,13.21,55.78,508,0.00,0.00
44,-0.02,-0.05,0.90,-18.46,-0.97,-2.11,14.26,57.67,509,0.00,0.00
45,-0.03,-0.04,0.89,-18.46,-0.94,-2.31,11.60,52.88,509,0.00,0.00
46,-0.03,-0.05,0.89,-18.34,-1.15,-2.09,14.26,57.67,510,0.00,0.00
47,-0.03,-0.04,0.88,-18.34,-1.13,-2.21,13.05,55.49,512,0.00,0.00
48,-0.03,-0.04,0.88,-18.58,-1.00,-2.33,16.44,61.58,510,0.00,0.00
49,-0.03,-0.05,0.88,-18.21,-0.98,-2.18,14.50,58.10,519,0.00,0.00
0,-0.02,-0.05,0.89,-18.34,-0.94,-2.16,11.60,52.88,506,0.00,0.00
1,-0.03,-0.05,0.89,-18.58,-0.93,-2.33,12.57,54.62,513,0.00,0.00
2,-0.03,-0.04,0.89,-18.46,-1.04,-2.24,13.21,55.78,512,0.00,0.00
3,-0.03,-0.04,0.89,-18.34,-1.04,-2.18,13.62,56.51,510,0.00,0.00
4,-0.03,-0.04,0.89,-18.21,-1.09,-2.37,14.18,57.52,511,0.00,0.00
5,-0.03,-0.04,0.90,-18.46,-1.11,-2.15,13.21,55.78,511,0.00,0.00
6,-0.03,-0.05,0.90,-18.58,-0.69,-2.26,13.45,56.22,509,0.00,0.00
7,-0.03,-0.04,0.89,-18.34,-1.17,-2.39,14.58,58.25,508,0.00,0.00
8,-0.03,-0.04,0.88,-18.70,-0.90,-2.33,12.49,54.48,511,0.00,0.00
9,-0.04,-0.04,0.88,-18.70,-0.88,-2.30,12.00,53.61,512,0.00,0.00
10,-0.02,-0.05,0.90,-18.46,-0.89,-2.16,10.72,51.29,508,0.00,0.00
11,-0.03,-0.05,0.89,-18.70,-1.05,-2.19,12.41,54.33,511,0.00,0.00
12,-0.03,-0.04,0.88,-18.58,-1.08,-2.31,12.89,55.20,512,0.00,0.00
13,-0.03,-0.04,0.89,-18.46,-1.07,-2.46,14.34,57.81,513,0.00,0.00
14,-0.03,-0.04,0.90,-18.46,-0.95,-2.35,14.18,57.52,510,0.00,0.00
15,-0.03,-0.05,0.89,-18.58,-0.82,-2.12,13.45,56.22,510,0.00,0.00
16,-0.03,-0.04,0.89,-18.46,-1.18,-2.28,12.00,53.61,513,0.00,0.00
17,-0.03,-0.05,0.89,-18.58,-1.07,-2.10,15.55,59.99,515,0.00,0.00
18,-0.03,-0.05,0.89,-18.58,-1.05,-2.13,12.08,53.75,513,0.00,0.00
19,-0.03,-0.05,0.88,-18.46,-0.99,-2.00,12.41,54.33,510,0.00,0.00
20,-0.03,-0.04,0.90,-18.46,-1.14,-2.11,14.66,58.39,511,0.00,0.00
21,-0.03,-0.04,0.89,-18.46,-0.91,-2.31,11.60,52.88,512,0.00,0.00
22,-0.03,-0.05,0.89,-18.46,-1.08,-2.39,13.13,55.64,511,0.00,0.00
23,-0.03,-0.05,0.88,-18.46,-0.93,-2.30,11.84,53.32,514,0.00,0.00
24,-0.04,-0.04,0.89,-18.34,-0.98,-2.11,11.12,52.01,509,0.00,0.00
25,-0.03,-0.05,0.88,-18.46,-0.92,-2.18,13.62,56.51,511,0.00,0.00
26,-0.03,-0.05,0.89,-18.46,-1.02,-2.50,14.34,57.81,505,0.00,0.00
27,-0.03,-0.05,0.88,-18.34,-0.92,-2.18,11.84,53.32,515,0.00,0.00
28,-0.03,-0.05,0.89,-18.58,-0.93,-2.24,14.18,57.52,512,0.00,0.00
29,-0.03,-0.05,0.89,-18.34,-0.85,-2.36,12.08,53.75,515,0.00,0.00
30,-0.04,-0.05,0.88,-18.46,-0.79,-2.07,13.37,56.07,512,0.00,0.00
31,-0.03,-0.04,0.89,-18.70,-1.00,-2.27,13.94,57.09,511,0.00,0.00
32,-0.03,-0.04,0.89,-18.58,-1.09,-2.15,14.18,57.52,510,0.00,0.00
33,-0.04,-0.05,0.89,-18.46,-0.90,-2.02,12.65,54.77,507,0.00,0.00
34,-0.03,-0.05,0.89,-18.58,-0.95,-2.15,14.26,57.67,511,0.00,0.00
35,-0.03,-0.04,0.89,-18.34,-0.99,-2.43,12.49,54.48,511,0.00,0.00
36,-0.03,-0.05,0.89,-18.46,-0.89,-2.29,14.18,57.52,510,0.00,0.00
37,-0.03,-0.05,0.88,-18.46,-1.00,-2.13,12.73,54.91,511,0.00,0.00
38,-0.03,-0.05,0.87,-18.34,-1.08,-2.33,14.02,57.23,511,0.00,0.00
39,-0.03,-0.05,0.89,-18.70,-0.76,-2.28,11.60,52.88,511,0.00,0.00
40,-0.03,-0.05,0.89,-18.58,-1.07,-2.39,14.18,57.52,511,0.00,0.00
41,-0.03,-0.04,0.88,-18.70,-1.08,-2.44,14.18,57.52,514,0.00,0.00
42,-0.03,-0.04,0.88,-18.46,-1.11,-2.22,12.33,54.19,515,0.00,0.00
43,-0.03,-0.05,0.89,-18.46,-1.06,-2.20,9.99,49.98,513,0.00,0.00
44,-0.03,-0.05,0.88,-18.34,-1.01,-2.31,12.65,54.77,508,0.00,0.00
45,-0.03,-0.05,0.89,-18.46,-0.89,-2.24,12.41,54.33,508,0.00,0.00
46,-0.03,-0.05,0.89,-18.46,-0.95,-2.16,13.29,55.93,509,0.00,0.00
47,-0.03,-0.04,0.89,-18.46,-0.96,-1.98,12.97,55.35,511,0.00,0.00
48,-0.03,-0.04,0.89,-18.58,-1.02,-2.21,12.08,53.75,512,0.00,0.00
49,-0.03,-0.04,0.89,-18.70,-0.95,-2.13,12.89,55.20,516,0.00,0.00
0,-0.03,-0.05,0.89,-18.70,-1.01,-2.27,14.18,57.52,522,0.00,0.00
1,-0.03,-0.05,0.89,-18.34,-1.11,-2.18,10.31,50.56,510,0.00,0.00
2,-0.03,-0.05,0.89,-18.70,-1.14,-2.15,12.00,53.61,510,0.00,0.00
3,-0.03,-0.04,0.89,-18.46,-1.02,-2.33,14.18,57.52,512,0.00,0.00
4,-0.03,-0.04,0.88,-18.58,-1.01,-2.35,13.05,55.49,511,0.00,0.00
5,-0.03,-0.05,0.89,-18.58,-0.92,-2.17,13.05,55.49,512,0.00,0.00
6,-0.03,-0.05,0.89,-18.46,-1.11,-2.15,11.76,53.17,513,0.00,0.00
7,-0.03,-0.05,0.88,-18.46,-1.00,-2.24,12.97,55.35,507,0.00,0.00
8,-0.03,-0.04,0.89,-18.58,-1.16,-2.10,14.02,57.23,511,0.00,0.00
9,-0.03,-0.05,0.88,-18.70,-0.88,-2.21,13.78,56.80,514,0.00,0.00
10,-0.03,-0.04,0.88,-18.46,-1.06,-2.22,14.10,57.38,515,0.00,0.00
11,-0.03,-0.04,0.89,-18.58,-0.89,-2.26,14.26,57.67,510,0.00,0.00
12,-0.03,-0.05,0.88,-18.70,-0.92,-2.32,12.81,55.06,508,0.00,0.00
13,-0.03,-0.04,0.89,-18.46,-0.99,-2.17,12.00,53.61,511,0.00,0.00
14,-0.03,-0.05,0.89,-18.34,-1.03,-2.40,13.05,55.49,509,0.00,0.00
15,-0.03,-0.05,0.89,-18.58,-0.99,-2.21,12.33,54.19,512,0.00,0.00
16,-0.03,-0.04,0.89,-18.46,-0.88,-2.21,13.13,55.64,509,0.00,0.00
17,-0.03,-0.05,0.90,-18.58,-0.86,-2.33,13.94,57.09,512,0.00,0.00
18,-0.03,-0.04,0.89,-18.34,-0.98,-2.34,14.18,57.52,514,0.00,0.00
19,-0.03,-0.05,0.90,-18.70,-1.02,-2.36,11.84,53.32,512,0.00,0.00
20,-0.03,-0.04,0.89,-18.46,-0.89,-2.19,14.02,57.23,510,0.00,0.00
21,-0.02,-0.04,0.89,-18.58,-0.91,-2.15,12.17,53.90,507,0.00,0.00
22,-0.03,-0.05,0.89,-18.46,-0.98,-2.27,14.10,57.38,512,0.00,0.00
23,-0.03,-0.05,0.89,-18.21,-0.85,-2.44,14.58,58.25,513,0.00,0.00
24,-0.03,-0.04,0.89,-18.46,-0.79,-2.22,11.52,52.74,503,0.00,0.00
25,-0.03,-0.05,0.89,-18.46,-0.82,-2.36,12.89,55.20,511,0.00,0.00
26,-0.03,-0.04,0.89,-18.34,-1.03,-2.28,12.41,54.33,509,0.00,0.00
27,-0.03,-0.04,0.88,-18.82,-0.95,-2.12,13.45,56.22,508,0.00,0.00
28,-0.03,-0.05,0.89,-18.70,-0.82,-2.18,13.13,55.64,509,0.00,0.00
29,-0.03,-0.04,0.89,-18.58,-0.92,-2.37,13.29,55.93,507,0.00,0.00
30,-0.03,-0.04,0.88,-18.46,-0.91,-2.09,14.18,57.52,511,0.00,0.00
31,-0.03,-0.04,0.89,-18.46,-0.74,-2.12,14.58,58.25,509,0.00,0.00
32,-0.03,-0.05,0.89,-18.58,-0.99,-2.18,13.78,56.80,507,0.00,0.00
33,-0.04,-0.04,0.88,-18.34,-0.69,-2.21,13.62,56.51,510,0.00,0.00
34,-0.03,-0.04,0.88,-18.46,-1.02,-2.27,12.89,55.20,507,0.00,0.00
35,-0.03,-0.04,0.89,-18.46,-0.89,-2.05,11.60,52.88,510,0.00,0.00
36,-0.03,-0.04,0.90,-18.46,-0.96,-2.13,14.50,58.10,511,0.00,0.00
37,-0.03,-0.04,0.89,-18.58,-0.95,-2.32,12.89,55.20,513,0.00,0.00
38,-0.02,-0.05,0.89,-18.46,-1.07,-2.03,14.90,58.83,509,0.00,0.00
39,-0.03,-0.05,0.89,-18.21,-0.93,-2.34,13.94,57.09,511,0.00,0.00
40,-0.03,-0.05,0.88,-18.34,-0.95,-2.19,15.15,59.26,513,0.00,0.00
41,-0.03,-0.05,0.90,-18.58,-1.11,-2.29,11.60,52.88,508,0.00,0.00
42,-0.03,-0.04,0.88,-18.34,-0.93,-2.35,11.60,52.88,515,0.00,0.00
43,-0.03,-0.04,0.88,-18.46,-0.88,-2.15,11.36,52.45,514,0.00,0.00
44,-0.03,-0.05,0.89,-18.46,-1.09,-2.15,11.52,52.74,515,0.00,0.00
45,-0.03,-0.05,0.89,-18.34,-0.84,-2.09,14.26,57.67,509,0.00,0.00
46,-0.03,-0.04,0.89,-18.46,-0.90,-2.31,15.47,59.84,508,0.00,0.00
47,-0.03,-0.04,0.89,-18.34,-0.91,-2.08,12.89,55.20,508,0.00,0.00
48,-0.03,-0.04,0.89,-18.58,-0.92,-2.24,10.39,50.71,511,0.00,0.00
49,-0.03,-0.04,0.89,-18.46,-1.29,-2.28,10.15,50.27,516,0.00,0.00
0,-0.03,-0.04,0.88,-18.34,-1.01,-2.20,13.13,55.64,512,0.00,0.00
1,-0.03,-0.04,0.89,-18.58,-0.91,-2.24,14.66,58.39,507,0.00,0.00
2,-0.03,-0.04,0.89,-18.46,-0.97,-2.15,14.66,58.39,507,0.00,0.00
3,-0.02,-0.05,0.89,-18.70,-0.80,-2.16,11.60,52.88,508,0.00,0.00
4,-0.03,-0.04,0.89,-18.46,-1.11,-2.37,14.58,58.25,506,0.00,0.00
5,-0.03,-0.05,0.89,-18.58,-1.05,-2.16,15.23,59.41,509,0.00,0.00
6,-0.03,-0.06,0.89,-18.58,-0.90,-2.18,13.86,56.94,514,0.00,0.00
7,-0.03,-0.05,0.89,-18.46,-1.05,-2.07,12.73,54.91,511,0.00,0.00
8,-0.03,-0.05,0.89,-18.46,-1.07,-2.32,11.92,53.46,507,0.00,0.00
9,-0.03,-0.04,0.89,-18.34,-0.99,-2.11,12.57,54.62,507,0.00,0.00
10,-0.03,-0.05,0.88,-18.58,-0.93,-2.10,12.08,53.75,513,0.00,0.00
11,-0.03,-0.04,0.89,-18.34,-0.85,-2.23,11.36,52.45,514,0.00,0.00
12,-0.03,-0.05,0.89,-18.70,-1.17,-2.40,11.36,52.45,514,0.00,0.00
13,-0.03,-0.05,0.89,-18.34,-0.94,-2.25,11.60,52.88,511,0.00,0.00
14,-0.03,-0.05,0.89,-18.34,-1.16,-2.08,14.18,57.52,508,0.00,0.00
15,-0.04,-0.04,0.88,-18.46,-0.95,-2.12,11.36,52.45,513,0.00,0.00
16,-0.03,-0.04,0.89,-18.46,-0.98,-2.32,12.17,53.90,508,0.00,0.00
17,-0.03,-0.04,0.88,-18.46,-0.98,-2.08,11.28,52.30,511,0.00,0.00
18,-0.03,-0.04,0.89,-18.46,-0.88,-2.30,14.02,57.23,508,0.00,0.00
19,-0.03,-0.04,0.89,-18.58,-0.96,-2.24,14.66,58.39,508,0.00,0.00
20,-0.03,-0.04,0.89,-18.34,-0.98,-2.28,14.90,58.83,513,0.00,0.00
21,-0.03,-0.05,0.88,-18.82,-1.10,-2.24,14.42,57.96,517,0.00,0.00
22,-0.03,-0.05,0.89,-18.46,-1.04,-2.05,14.58,58.25,511,0.00,0.00
23,-0.03,-0.04,0.89,-18.46,-1.14,-2.34,13.70,56.65,509,0.00,0.00
24,-0.03,-0.04,0.89,-18.34,-1.00,-2.19,11.60,52.88,507,0.00,0.00
25,-0.03,-0.04,0.89,-18.34,-0.95,-2.21,14.34,57.81,514,0.00,0.00
26,-0.03,-0.04,0.88,-18.21,-0.80,-2.35,13.62,56.51,512,0.00,0.00
27,-0.02,-0.04,0.89,-18.58,-0.87,-2.03,12.89,55.20,513,0.00,0.00
28,-0.03,-0.04,0.89,-18.46,-0.92,-2.18,11.60,52.88,506,0.00,0.00
29,-0.03,-0.05,0.89,-18.58,-0.95,-2.11,11.68,53.03,510,0.00,0.00
30,-0.03,-0.05,0.89,-18.58,-1.00,-2.13,11.44,52.59,508,0.00,0.00
31,-0.03,-0.05,0.88,-18.70,-0.92,-2.27,11.60,52.88,513,0.00,0.00
32,-0.03,-0.04,0.89,-18.58,-0.88,-2.14,10.80,51.43,509,0.00,0.00
33,-0.02,-0.04,0.89,-18.46,-0.85,-2.11,12.08,53.75,510,0.00,0.00
34,-0.03,-0.05,0.89,-18.34,-1.01,-2.12,10.39,50.71,505,0.00,0.00
35,-0.02,-0.05,0.88,-18.70,-1.02,-2.24,14.18,57.52,508,0.00,0.00
36,-0.03,-0.04,0.88,-18.46,-0.85,-2.21,11.84,53.32,510,0.00,0.00
37,-0.03,-0.05,0.88,-18.58,-1.03,-2.22,11.60,52.88,511,0.00,0.00
38,-0.03,-0.05,0.90,-18.58,-1.02,-2.20,12.73,54.91,512,0.00,0.00
39,-0.02,-0.05,0.89,-18.70,-0.94,-2.27,12.41,54.33,512,0.00,0.00
40,-0.02,-0.04,0.89,-18.34,-0.93,-2.45,11.84,53.32,508,0.00,0.00
41,-0.03,-0.05,0.89,-18.46,-0.94,-2.18,11.12,52.01,513,0.00,0.00
42,-0.03,-0.04,0.88,-18.46,-0.73,-2.35,14.18,57.52,511,0.00,0.00
43,-0.03,-0.05,0.89,-18.21,-0.92,-2.34,12.17,53.90,508,0.00,0.00
44,-0.03,-0.05,0.89,-18.58,-1.02,-2.19,14.58,58.25,508,0.00,0.00
45,-0.03,-0.04,0.89,-18.21,-0.92,-2.15,11.60,52.88,507,0.00,0.00
46,-0.03,-0.04,0.89,-18.46,-1.00,-2.00,12.17,53.90,513,0.00,0.00
47,-0.03,-0.05,0.88,-18.46,-0.84,-2.30,12.08,53.75,513,0.00,0.00
48,-0.03,-0.05,0.90,-18.58,-0.95,-2.31,14.18,57.52,509,0.00,0.00
49,-0.03,-0.05,0.89,-18.34,-0.77,-2.36,14.02,57.23,514,0.00,0.00
0,-0.03,-0.04,0.89,-18.70,-1.04,-2.48,14.26,57.67,512,0.00,0.00
1,-0.04,-0.04,0.90,-18.46,-0.98,-2.33,14.18,57.52,517,0.00,0.00
2,-0.03,-0.05,0.88,-18.58,-0.76,-2.04,14.18,57.52,509,0.00,0.00
3,-0.03,-0.05,0.90,-18.34,-1.07,-2.09,11.60,52.88,516,0.00,0.00
4,-0.03,-0.04,0.89,-18.58,-1.08,-2.41,14.10,57.38,508,0.00,0.00
5,-0.03,-0.04,0.88,-18.46,-1.06,-2.09,11.60,52.88,510,0.00,0.00
6,-0.03,-0.04,0.89,-18.46,-0.92,-2.48,14.74,58.54,509,0.00,0.00
7,-0.03,-0.05,0.89,-18.34,-1.02,-2.17,12.08,53.75,509,0.00,0.00
8,-0.03,-0.05,0.88,-18.21,-1.05,-2.22,11.60,52.88,509,0.00,0.00
9,-0.03,-0.05,0.89,-18.21,-1.00,-2.42,11.52,52.74,512,0.00,0.00
10,-0.03,-0.04,0.88,-18.46,-0.96,-2.47,13.45,56.22,508,0.00,0.00
11,-0.03,-0.04,0.89,-18.34,-1.15,-2.41,13.29,55.93,511,0.00,0.00
12,-0.03,-0.04,0.88,-18.34,-1.03,-2.22,12.00,53.61,513,0.00,0.00
13,-0.03,-0.04,0.89,-18.46,-1.10,-2.22,13.37,56.07,512,0.00,0.00
14,-0.03,-0.04,0.88,-18.34,-1.11,-2.36,11.60,52.88,510,0.00,0.00
15,-0.02,-0.05,0.89,-18.21,-1.03,-2.16,12.08,53.75,507,0.00,0.00
16,-0.03,-0.04,0.89,-18.46,-0.77,-2.13,15.23,59.41,512,0.00,0.00
17,-0.04,-0.04,0.89,-18.46,-1.09,-2.22,12.81,55.06,511,0.00,0.00
18,-0.03,-0.05,0.90,-18.58,-0.86,-2.44,12.81,55.06,512,0.00,0.00
19,-0.03,-0.05,0.89,-18.46,-0.92,-2.44,14.50,58.10,510,0.00,0.00
20,-0.03,-0.05,0.88,-18.70,-0.88,-2.37,13.70,56.65,508,0.00,0.00
21,-0.02,-0.04,0.89,-18.58,-0.98,-2.13,14.50,58.10,512,0.00,0.00
22,-0.03,-0.05,0.89,-18.46,-0.98,-2.13,14.18,57.52,516,0.00,0.00
23,-0.03,-0.05,0.89,-18.34,-0.97,-2.15,12.89,55.20,513,0.00,0.00
24,-0.03,-0.04,0.89,-18.34,-0.96,-2.33,11.68,53.03,510,0.00,0.00
25,-0.03,-0.04,0.90,-18.21,-0.93,-2.03,11.60,52.88,507,0.00,0.00
